"","sampleNo","pop","testatus_i_rdsIest","testatus_s_rdsIest","testatus_i_rdsIIest","testatus_s_rdsIIest","testatus_i_rdsIse","testatus_s_rdsIse","testatus_i_rdsIIse","testatus_s_rdsIIse","testatus_i_true","testatus_s_true","blk_0_rdsIest","blk_1_rdsIest","blk_0_rdsIIest","blk_1_rdsIIest","blk_0_rdsIse","blk_1_rdsIse","blk_0_rdsIIse","blk_1_rdsIIse","blk_0_true","blk_1_true"
"244",43,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0492185492442984,0.950781450755702,0.0557069219440353,0.944293078055965,0.0107425621698745,0.0107425621698745,0.0152047518501276,0.0152047518501276,0.034,0.966,0.564895719591977,0.435104280408024,0.56394207167403,0.43605792832597,0.0336724581428332,0.0336724581428332,0.0636472119523015,0.0636472119523015,0.496333333333333,0.503666666666667
"245",44,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0288403052316935,0.971159694768306,0.0270866102864848,0.972913389713515,0.011643675946534,0.011643675946534,0.00922146568772055,0.00922146568772055,0.034,0.966,0.510819274443657,0.489180725556343,0.518555308094629,0.481444691905371,0.0339342674119401,0.0339342674119401,0.0579514530795912,0.0579514530795912,0.496333333333333,0.503666666666667
"246",45,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0186823586735937,0.981317641326406,0.0184906836656924,0.981509316334308,0.00941227209985172,0.00941227209985169,0.00664292012912819,0.00664292012912818,0.034,0.966,0.409084208197278,0.590915791802722,0.423125485863249,0.576874514136751,0.0326035625971713,0.0326035625971713,0.0552281944721543,0.0552281944721543,0.496333333333333,0.503666666666667
"247",46,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0267035038913326,0.973296496108667,0.0312663298142304,0.96873367018577,0.00792651711721462,0.00792651711721463,0.0093223432537628,0.00932234325376281,0.034,0.966,0.47382168708788,0.52617831291212,0.483744491454042,0.516255508545958,0.0339301785987451,0.0339301785987451,0.0642551454076858,0.0642551454076858,0.496333333333333,0.503666666666667
"248",47,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0391993322086087,0.960800667791391,0.0399421011924545,0.960057898807545,0.0122107680016138,0.0122107680016139,0.0149109611268296,0.0149109611268295,0.034,0.966,0.489133163287762,0.510866836712238,0.487404006738295,0.512595993261705,0.033589738773663,0.033589738773663,0.0563079608986948,0.0563079608986948,0.496333333333333,0.503666666666667
"249",48,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0198656303168772,0.980134369683123,0.0200656147303295,0.97993438526967,0.00542811888147367,0.00542811888147366,0.0045981774907868,0.0045981774907868,0.034,0.966,0.533617356540162,0.466382643459838,0.544529665258845,0.455470334741155,0.0337253635047403,0.0337253635047404,0.0560706132518173,0.0560706132518173,0.496333333333333,0.503666666666667
"250",49,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0173313576390252,0.982668642360975,0.0178987292510616,0.982101270748938,0.00515737585228526,0.00515737585228526,0.00509493018197551,0.00509493018197548,0.034,0.966,0.510622049147357,0.489377950852644,0.513900330191985,0.486099669808015,0.0343312699097228,0.0343312699097228,0.0646631020897236,0.0646631020897236,0.496333333333333,0.503666666666667
"251",50,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0492079705143715,0.950792029485629,0.050307101425499,0.949692898574501,0.0131248672423692,0.0131248672423692,0.0141757949262007,0.0141757949262007,0.034,0.966,0.472497640819034,0.527502359180966,0.492157283573838,0.507842716426162,0.0344957706502072,0.0344957706502072,0.060678498765378,0.060678498765378,0.496333333333333,0.503666666666667
"252",51,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0228258979313654,0.977174102068635,0.0197513112646577,0.980248688735342,0.0106450947283373,0.0106450947283373,0.00709225001964804,0.00709225001964805,0.034,0.966,0.513039172025451,0.486960827974549,0.515319171505151,0.484680828494849,0.033914372069424,0.0339143720694241,0.0594127556311738,0.0594127556311738,0.496333333333333,0.503666666666667
"253",52,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0410928822948664,0.958907117705134,0.0350701283604766,0.964929871639523,0.0155958724845942,0.0155958724845942,0.0105863026227774,0.0105863026227774,0.034,0.966,0.490870000639225,0.509129999360775,0.480594676260704,0.519405323739295,0.034003544088624,0.034003544088624,0.0547196305754737,0.0547196305754737,0.496333333333333,0.503666666666667
"254",53,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0434121403159138,0.956587859684086,0.0382386298618413,0.961761370138159,0.0141390252712796,0.0141390252712795,0.0136114645855151,0.0136114645855151,0.034,0.966,0.533884559641399,0.466115440358601,0.536549499010921,0.463450500989079,0.0333353894241636,0.0333353894241636,0.0478348267092881,0.0478348267092881,0.496333333333333,0.503666666666667
"255",54,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.056762768158999,0.943237231841001,0.0599874301000757,0.940012569899924,0.0139187805876268,0.0139187805876268,0.0159200666830937,0.0159200666830937,0.034,0.966,0.506683087368771,0.493316912631229,0.528496070563336,0.471503929436664,0.0342543399958028,0.0342543399958029,0.0697518895363592,0.0697518895363591,0.496333333333333,0.503666666666667
"256",55,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0527366859167337,0.947263314083266,0.0560705217296607,0.943929478270339,0.0147901507670022,0.0147901507670022,0.0267732494105463,0.0267732494105463,0.034,0.966,0.453710608845289,0.546289391154711,0.468019601991417,0.531980398008583,0.0335547480271727,0.0335547480271727,0.0663594813752685,0.0663594813752685,0.496333333333333,0.503666666666667
"257",56,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0371607368284713,0.962839263171529,0.037033841324935,0.962966158675065,0.011516455546738,0.011516455546738,0.0148662544361524,0.0148662544361524,0.034,0.966,0.489828531625109,0.510171468374891,0.496460447364722,0.503539552635278,0.0336218746799485,0.0336218746799485,0.0546635420206258,0.0546635420206258,0.496333333333333,0.503666666666667
"258",57,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0348885729994578,0.965111427000542,0.0315842021893783,0.968415797810622,0.0134442467053138,0.0134442467053138,0.00976774169782151,0.00976774169782151,0.034,0.966,0.453133036356239,0.546866963643761,0.44511593991858,0.55488406008142,0.0334813123764054,0.0334813123764055,0.0611329520068837,0.0611329520068837,0.496333333333333,0.503666666666667
"259",58,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0328109848654926,0.967189015134507,0.0298994255462988,0.970100574453701,0.0137752694362526,0.0137752694362526,0.0148426347560835,0.0148426347560835,0.034,0.966,0.499264784742807,0.500735215257193,0.479591804932093,0.520408195067907,0.0339033793893456,0.0339033793893456,0.0461616485406587,0.0461616485406587,0.496333333333333,0.503666666666667
"260",59,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0361129344807099,0.96388706551929,0.0417058649977597,0.95829413500224,0.0104007720503746,0.0104007720503746,0.0165024088288811,0.0165024088288811,0.034,0.966,0.490501196017998,0.509498803982002,0.488567998743335,0.511432001256665,0.0338885370975993,0.0338885370975993,0.0607870394439485,0.0607870394439486,0.496333333333333,0.503666666666667
"261",60,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0171431738143967,0.982856826185603,0.017084868330151,0.982915131669849,0.00380438835628822,0.00380438835628822,0.00387301823610039,0.00387301823610037,0.034,0.966,0.462446159783542,0.537553840216458,0.452837517569575,0.547162482430425,0.0341053176834808,0.0341053176834809,0.0663281479950814,0.0663281479950814,0.496333333333333,0.503666666666667
"262",61,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0262173219794035,0.973782678020597,0.0318101043169591,0.968189895683041,0.00587537398084278,0.00587537398084281,0.0120427756675969,0.0120427756675969,0.034,0.966,0.498077934718994,0.501922065281006,0.492740020132351,0.507259979867649,0.0336688123233082,0.0336688123233082,0.0548884540198342,0.0548884540198342,0.496333333333333,0.503666666666667
"263",62,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0266838227400167,0.973316177259983,0.0357760893262043,0.964223910673796,0.00548361690147404,0.00548361690147407,0.00830033004813783,0.00830033004813783,0.034,0.966,0.501389933642613,0.498610066357387,0.507767847612394,0.492232152387606,0.0334445661328839,0.0334445661328838,0.059918986314268,0.059918986314268,0.496333333333333,0.503666666666667
"264",63,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0553305490628539,0.944669450937146,0.0485791176423597,0.95142088235764,0.0195487266542021,0.0195487266542021,0.0140777038685114,0.0140777038685114,0.034,0.966,0.47522118401963,0.52477881598037,0.468172574587038,0.531827425412962,0.0336262502108675,0.0336262502108675,0.0678381291351306,0.0678381291351305,0.496333333333333,0.503666666666667
"265",64,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0279384559920321,0.972061544007968,0.0273455586108058,0.972654441389194,0.0109110897826394,0.0109110897826394,0.00724958764279133,0.00724958764279133,0.034,0.966,0.5043406766752,0.4956593233248,0.485160087438771,0.514839912561229,0.0343630039970087,0.0343630039970087,0.0677866573142342,0.0677866573142342,0.496333333333333,0.503666666666667
"266",65,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0621566529240393,0.937843347075961,0.0585079241448277,0.941492075855172,0.0196552534448825,0.0196552534448825,0.0582851962550131,0.0582851962550131,0.034,0.966,0.47840052212955,0.52159947787045,0.471642230605506,0.528357769394494,0.0337121194552898,0.0337121194552897,0.0552104595813641,0.0552104595813641,0.496333333333333,0.503666666666667
"267",66,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0231642840502439,0.976835715949756,0.0281996525751632,0.971800347424837,0.00739655096692887,0.00739655096692887,0.00944018016092101,0.00944018016092101,0.034,0.966,0.526973698872472,0.473026301127528,0.505434123941791,0.494565876058209,0.0335659124442234,0.0335659124442233,0.062283149828046,0.062283149828046,0.496333333333333,0.503666666666667
"268",67,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0317989806762849,0.968201019323715,0.0360201881646238,0.963979811835376,0.00669083437352516,0.00669083437352516,0.0137662136281498,0.0137662136281498,0.034,0.966,0.520037158888462,0.479962841111538,0.512612553939443,0.487387446060556,0.0336027332616478,0.0336027332616478,0.0633771064169035,0.0633771064169034,0.496333333333333,0.503666666666667
"269",68,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0297064683708699,0.97029353162913,0.02857716487626,0.97142283512374,0.00788302750647489,0.0078830275064749,0.00822774819087407,0.00822774819087405,0.034,0.966,0.515609986554235,0.484390013445765,0.497756932030662,0.502243067969338,0.0338259239454787,0.0338259239454787,0.0688147677164601,0.0688147677164601,0.496333333333333,0.503666666666667
"270",69,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.025253132138443,0.974746867861557,0.0200956167014466,0.979904383298553,0.0154554509406904,0.0154554509406904,0.00763246505168928,0.00763246505168927,0.034,0.966,0.526394483468447,0.473605516531553,0.529914066074808,0.470085933925192,0.0336471479827219,0.0336471479827219,0.0483122392807701,0.0483122392807701,0.496333333333333,0.503666666666667
"271",70,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0297983208582126,0.970201679141787,0.0358523832587641,0.964147616741236,0.00780942762556445,0.00780942762556444,0.0119907382397165,0.0119907382397165,0.034,0.966,0.504702930954269,0.495297069045731,0.498405512849409,0.501594487150592,0.0341663810254518,0.0341663810254518,0.0637632007706082,0.0637632007706083,0.496333333333333,0.503666666666667
"272",71,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0205906564732803,0.97940934352672,0.0203065363104641,0.979693463689536,0.00811657585748267,0.00811657585748269,0.00907642033476014,0.00907642033476012,0.034,0.966,0.550705482292358,0.449294517707642,0.550205069091634,0.449794930908366,0.0335120843394328,0.0335120843394328,0.048437038270625,0.048437038270625,0.496333333333333,0.503666666666667
"273",72,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0413957748509329,0.958604225149067,0.0393739609541543,0.960626039045846,0.014062486220077,0.014062486220077,0.0123164115426646,0.0123164115426647,0.034,0.966,0.501354824333833,0.498645175666167,0.502449153778531,0.497550846221469,0.0337238046385577,0.0337238046385577,0.0626956436902498,0.0626956436902498,0.496333333333333,0.503666666666667
"274",73,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0284175000251701,0.97158249997483,0.0285014135847565,0.971498586415243,0.0113196678133889,0.0113196678133889,0.0120456925129975,0.0120456925129974,0.034,0.966,0.465644754365825,0.534355245634175,0.484677953966521,0.515322046033479,0.0337729907680982,0.0337729907680982,0.0618799550550941,0.0618799550550941,0.496333333333333,0.503666666666667
"275",74,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0502063598647332,0.949793640135267,0.0344941183783196,0.96550588162168,0.0188312995315758,0.0188312995315758,0.00806998890510488,0.00806998890510492,0.034,0.966,0.445138819630076,0.554861180369924,0.459220756349095,0.540779243650905,0.0334080036423848,0.0334080036423848,0.0650557927562932,0.0650557927562932,0.496333333333333,0.503666666666667
"276",75,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0316478010787691,0.968352198921231,0.0355728284973671,0.964427171502633,0.0086383099716603,0.00863830997166029,0.0116779224694533,0.0116779224694533,0.034,0.966,0.435778108440623,0.564221891559377,0.437182893248699,0.562817106751301,0.0328621667289067,0.0328621667289067,0.0533379094167739,0.0533379094167739,0.496333333333333,0.503666666666667
"277",76,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0176335956950985,0.982366404304902,0.0180800394893689,0.981919960510631,0.0051754459228236,0.00517544592282362,0.00518288757613404,0.00518288757613402,0.034,0.966,0.517620625183112,0.482379374816888,0.501074463249739,0.498925536750261,0.0343968908405668,0.0343968908405668,0.0494185678606529,0.0494185678606529,0.496333333333333,0.503666666666667
"278",77,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0106486475238948,0.989351352476105,0.0106486475238948,0.989351352476105,0.00429450308018558,0.0042945030801856,0.00630893638996613,0.00630893638996616,0.034,0.966,0.48400562925178,0.51599437074822,0.488912492031599,0.511087507968401,0.0342025164016233,0.0342025164016233,0.0558709461707989,0.0558709461707989,0.496333333333333,0.503666666666667
"279",78,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0462764398100877,0.953723560189912,0.0421185263654764,0.957881473634524,0.0143213293183737,0.0143213293183737,0.0120176697722227,0.0120176697722227,0.034,0.966,0.463664205566208,0.536335794433792,0.459810363035801,0.540189636964199,0.0334636678047491,0.0334636678047491,0.0501004666939424,0.0501004666939424,0.496333333333333,0.503666666666667
"280",79,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0208292297059969,0.979170770294003,0.0199856052876354,0.980014394712365,0.00799527275115145,0.00799527275115147,0.00689222483365582,0.00689222483365584,0.034,0.966,0.518145930461679,0.481854069538321,0.500957699250707,0.499042300749293,0.0336437077469008,0.0336437077469008,0.0520348859602964,0.0520348859602964,0.496333333333333,0.503666666666667
"281",80,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.023277593980327,0.976722406019673,0.0234644575024331,0.976535542497567,0.00795429038262413,0.00795429038262411,0.00815061116196417,0.0081506111619642,0.034,0.966,0.492224074786834,0.507775925213166,0.480030880248941,0.519969119751059,0.0338535319700099,0.0338535319700099,0.0606262192211822,0.0606262192211823,0.496333333333333,0.503666666666667
"282",81,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.043358141490866,0.956641858509134,0.0458416309680433,0.954158369031957,0.0139107285132766,0.0139107285132766,0.0286505446367569,0.0286505446367569,0.034,0.966,0.526004703164935,0.473995296835065,0.511246418231036,0.488753581768964,0.033708433471219,0.033708433471219,0.0611199619955977,0.0611199619955977,0.496333333333333,0.503666666666667
"283",82,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.030235926332844,0.969764073667156,0.0350132041886389,0.964986795811361,0.00964873250365468,0.0096487325036547,0.0145182695374144,0.0145182695374144,0.034,0.966,0.465381407082575,0.534618592917425,0.478410359157267,0.521589640842733,0.0335146108305722,0.0335146108305722,0.0453190353009116,0.0453190353009116,0.496333333333333,0.503666666666667
"284",83,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0339371339011336,0.966062866098866,0.0353945818929581,0.964605418107042,0.0118867648208433,0.0118867648208433,0.0512679112707208,0.0512679112707208,0.034,0.966,0.418412418309541,0.581587581690459,0.433710014162823,0.566289985837177,0.0325121154295516,0.0325121154295515,0.0623008624996266,0.0623008624996266,0.496333333333333,0.503666666666667
"285",84,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0344816989722963,0.965518301027704,0.0329765602746542,0.967023439725346,0.0136269584410248,0.0136269584410248,0.0158536217620908,0.0158536217620908,0.034,0.966,0.510911120911099,0.489088879088901,0.51820331239114,0.48179668760886,0.0340989173624134,0.0340989173624134,0.0622618173297545,0.0622618173297545,0.496333333333333,0.503666666666667
"286",85,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0379667314653168,0.962033268534683,0.0383772238285015,0.961622776171498,0.0149188740530127,0.0149188740530127,0.0170075890579032,0.0170075890579032,0.034,0.966,0.466452921062491,0.533547078937509,0.460928863535725,0.539071136464276,0.033973479918661,0.033973479918661,0.0639929806679951,0.0639929806679951,0.496333333333333,0.503666666666667
"287",86,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0249689013625462,0.975031098637454,0.0269976596337111,0.973002340366289,0.0104879139825493,0.0104879139825492,0.0143028313100956,0.0143028313100956,0.034,0.966,0.551924074565698,0.448075925434302,0.542670459096803,0.457329540903197,0.0438410602024293,0.0438410602024293,0.0868033315586782,0.0868033315586781,0.496333333333333,0.503666666666667
"288",87,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.050185321318884,0.949814678681116,0.0509730179482705,0.94902698205173,0.0102769588597866,0.0102769588597866,0.0145348715321106,0.0145348715321106,0.034,0.966,0.494053239082951,0.505946760917049,0.504529042698753,0.495470957301247,0.0339521681974775,0.0339521681974774,0.0634964929714256,0.0634964929714256,0.496333333333333,0.503666666666667
"289",88,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0177752227313804,0.98222477726862,0.0250356217882274,0.974964378211773,0.00515660512723709,0.00515660512723708,0.00805494991293327,0.00805494991293326,0.034,0.966,0.464117336194183,0.535882663805817,0.47413160780753,0.52586839219247,0.0333987167999927,0.0333987167999926,0.0532798044829613,0.0532798044829613,0.496333333333333,0.503666666666667
"290",89,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0231643116805604,0.97683568831944,0.0259060390491754,0.974093960950825,0.00721577551551653,0.00721577551551653,0.00860317469022926,0.00860317469022923,0.034,0.966,0.486685961227836,0.513314038772164,0.494648731887141,0.505351268112859,0.0335716505586182,0.0335716505586182,0.0706211637491196,0.0706211637491196,0.496333333333333,0.503666666666667
"291",90,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0356639014754089,0.964336098524591,0.0349316013842331,0.965068398615767,0.0111847973296703,0.0111847973296703,0.00830674383109117,0.00830674383109115,0.034,0.966,0.514379793319347,0.485620206680653,0.525100540181707,0.474899459818293,0.033792655612278,0.0337926556122781,0.0716436513382718,0.0716436513382718,0.496333333333333,0.503666666666667
"292",91,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.00762464477150758,0.992375355228493,0.0125588936852826,0.987441106314717,0.00220441292259943,0.00220441292259944,0.00522221389915324,0.00522221389915323,0.034,0.966,0.528931167277965,0.471068832722035,0.546024674909844,0.453975325090155,0.0337376165678138,0.0337376165678137,0.0483344946627304,0.0483344946627304,0.496333333333333,0.503666666666667
"293",92,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0309313436962849,0.969068656303715,0.0336718252888696,0.96632817471113,0.00895059585689883,0.00895059585689883,0.00748632659848461,0.00748632659848462,0.034,0.966,0.527627119623007,0.472372880376993,0.526997542780057,0.473002457219943,0.0332716834690454,0.0332716834690454,0.062691702475997,0.062691702475997,0.496333333333333,0.503666666666667
"294",93,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0392597942696146,0.960740205730385,0.041651586027856,0.958348413972144,0.0103388079802496,0.0103388079802496,0.0159360536363495,0.0159360536363495,0.034,0.966,0.487647483784724,0.512352516215276,0.486257084590611,0.513742915409389,0.0340096923919495,0.0340096923919495,0.0649979472413699,0.0649979472413699,0.496333333333333,0.503666666666667
"295",94,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0905337066405541,0.909466293359446,0.0730279485746227,0.926972051425377,0.0304474932157027,0.0304474932157027,0.0211376349178947,0.0211376349178947,0.034,0.966,0.500495849926477,0.499504150073523,0.503670765790945,0.496329234209055,0.0336529872005117,0.0336529872005117,0.0606912456106198,0.0606912456106199,0.496333333333333,0.503666666666667
"296",95,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.019162660071412,0.980837339928588,0.0216964113441857,0.978303588655814,0.00446198561753441,0.00446198561753441,0.0056544357077191,0.00565443570771912,0.034,0.966,0.487260816675702,0.512739183324298,0.471902994269653,0.528097005730347,0.033533697793024,0.033533697793024,0.0501733619658785,0.0501733619658785,0.496333333333333,0.503666666666667
"297",96,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0254905296544395,0.97450947034556,0.0269884603937417,0.973011539606258,0.00710413405957828,0.0071041340595783,0.00913893773783636,0.00913893773783634,0.034,0.966,0.499114620091361,0.500885379908639,0.510033736218038,0.489966263781962,0.0351326732443948,0.0351326732443948,0.0643080860777008,0.0643080860777008,0.496333333333333,0.503666666666667
"298",97,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0115990237759846,0.988400976224015,0.014357560148949,0.985642439851051,0.00422573411639014,0.00422573411639012,0.00853040150576797,0.00853040150576796,0.034,0.966,0.555309100061249,0.444690899938751,0.560360043755411,0.439639956244589,0.0336096203435335,0.0336096203435335,0.0718396301836585,0.0718396301836585,0.496333333333333,0.503666666666667
"299",98,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0472810094537843,0.952718990546216,0.0344724222397782,0.965527577760222,0.0219185738087431,0.0219185738087431,0.00943567767172701,0.009435677671727,0.034,0.966,0.490560811209354,0.509439188790646,0.486249107182342,0.513750892817658,0.0341387337732657,0.0341387337732657,0.0615821878721677,0.0615821878721677,0.496333333333333,0.503666666666667
"300",99,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0243577432084171,0.975642256791583,0.0291167989523021,0.970883201047698,0.00646181724010713,0.00646181724010712,0.0171169892902013,0.0171169892902013,0.034,0.966,0.506275397635321,0.493724602364679,0.519246227493585,0.480753772506415,0.0337436999991398,0.0337436999991398,0.0638766317694076,0.0638766317694076,0.496333333333333,0.503666666666667
"301",100,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0249198608434314,0.975080139156569,0.02765270312206,0.97234729687794,0.00670593412991169,0.00670593412991168,0.012178153342029,0.012178153342029,0.034,0.966,0.541586539338786,0.458413460661214,0.541464332704259,0.458535667295741,0.0341254744025955,0.0341254744025956,0.0631910707173842,0.0631910707173842,0.496333333333333,0.503666666666667
"302",101,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0348107856885074,0.965189214311493,0.0317334277814592,0.968266572218541,0.0148255576665595,0.0148255576665595,0.00958122740629397,0.00958122740629397,0.034,0.966,0.5638467491277,0.4361532508723,0.568387107830816,0.431612892169184,0.0330327484761987,0.0330327484761987,0.0532583769951931,0.0532583769951932,0.496333333333333,0.503666666666667
"303",102,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.045450947621327,0.954549052378673,0.0506838441812187,0.949316155818781,0.0130820914924652,0.0130820914924652,0.0171701102967576,0.0171701102967576,0.034,0.966,0.517545331108649,0.482454668891351,0.530608132861155,0.469391867138845,0.0344281410413417,0.0344281410413417,0.0618557401273571,0.0618557401273571,0.496333333333333,0.503666666666667
"304",103,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0103199964749298,0.98968000352507,0.0100734024301659,0.989926597569834,0.00569519538277679,0.0056951953827768,0.00628772938437212,0.00628772938437215,0.034,0.966,0.498575732702868,0.501424267297132,0.487971554791791,0.512028445208209,0.0337537034335331,0.0337537034335331,0.0618624920251282,0.0618624920251282,0.496333333333333,0.503666666666667
"305",104,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0271888184471726,0.972811181552827,0.0201794750278997,0.9798205249721,0.0176770014143463,0.0176770014143463,0.00532489182852143,0.00532489182852144,0.034,0.966,0.483185256754313,0.516814743245687,0.488811545558675,0.511188454441325,0.0337191125653668,0.0337191125653668,0.0582708011749817,0.0582708011749817,0.496333333333333,0.503666666666667
"306",105,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0146463376630716,0.985353662336928,0.0157526909677084,0.984247309032292,0.00669916649623695,0.00669916649623696,0.0116371758277191,0.0116371758277191,0.034,0.966,0.355366141113857,0.644633858886143,0.373581197025636,0.626418802974364,0.0313255056754689,0.0313255056754689,0.0529126957828725,0.0529126957828726,0.496333333333333,0.503666666666667
"307",106,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0355505086297602,0.96444949137024,0.0330981459812288,0.966901854018771,0.0165880479471656,0.0165880479471656,0.0207007553669772,0.0207007553669772,0.034,0.966,0.47966686517768,0.52033313482232,0.476083517278483,0.523916482721517,0.0338314917569316,0.0338314917569316,0.053304284296452,0.053304284296452,0.496333333333333,0.503666666666667
"308",107,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0518691517765934,0.948130848223407,0.0497299034981707,0.950270096501829,0.0138680013311527,0.0138680013311527,0.0151396566064363,0.0151396566064363,0.034,0.966,0.497736681376486,0.502263318623514,0.50192197236551,0.49807802763449,0.0337510468770686,0.0337510468770686,0.0646697098078499,0.0646697098078498,0.496333333333333,0.503666666666667
"309",108,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0291506662843421,0.970849333715658,0.0270047466187697,0.97299525338123,0.00899634783780278,0.00899634783780278,0.00801373048107432,0.00801373048107429,0.034,0.966,0.470869074719034,0.529130925280966,0.484815604502331,0.515184395497669,0.0337530864781558,0.0337530864781558,0.0569767825469401,0.0569767825469401,0.496333333333333,0.503666666666667
"310",109,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0421051268403896,0.95789487315961,0.0454992120144619,0.954500787985538,0.0152173952471059,0.0152173952471059,0.0269330185297024,0.0269330185297024,0.034,0.966,0.513886684893026,0.486113315106974,0.521207626463954,0.478792373536047,0.0340683275190145,0.0340683275190145,0.072128453928511,0.072128453928511,0.496333333333333,0.503666666666667
"311",110,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0310154751694142,0.968984524830586,0.0397346577315686,0.960265342268431,0.00926149254396031,0.0092614925439603,0.016732272047974,0.016732272047974,0.034,0.966,0.454656699079865,0.545343300920135,0.439599449408287,0.560400550591713,0.0335231280665668,0.0335231280665669,0.0474467470806331,0.0474467470806331,0.496333333333333,0.503666666666667
"312",111,"simulationRuns/sim_1//data/epi_3000-0.25-0.75_1",0.0359721432693544,0.964027856730646,0.0348624050294392,0.965137594970561,0.00977575372612335,0.00977575372612337,0.0141814883213745,0.0141814883213745,0.034,0.966,0.452777321549087,0.547222678450913,0.446754100229288,0.553245899770712,0.033233589758007,0.033233589758007,0.0481837212671657,0.0481837212671657,0.496333333333333,0.503666666666667
