,sim_i,t,source,target
34695,1,19,1174,1281
34696,1,19,1181,2865
34697,1,19,1186,2632
34698,1,19,1200,2151
34699,1,19,1208,1649
34700,1,19,1211,2712
34701,1,19,1220,2876
34702,1,19,1221,1322
34703,1,19,1232,2845
34704,1,19,1237,2685
34705,1,19,1246,1728
34706,1,19,1248,2122
34707,1,19,1251,2254
34708,1,19,1252,2829
34709,1,19,1260,2137
34710,1,19,1260,2940
34711,1,19,1262,1686
34712,1,19,1263,2545
34713,1,19,1265,2021
34714,1,19,1279,1433
34715,1,19,1281,2752
34716,1,19,1282,2588
34717,1,19,1285,2011
34718,1,19,1289,1794
34719,1,19,1292,2813
34720,1,19,1293,1759
34721,1,19,1302,2318
34722,1,19,1302,2648
34723,1,19,1306,1646
34724,1,19,1309,1726
34725,1,19,1310,2215
34726,1,19,1313,1384
34727,1,19,1319,2663
34728,1,19,1324,2957
34729,1,19,1326,2799
34730,1,19,1327,2751
34731,1,19,1327,2773
34732,1,19,1329,2585
34733,1,19,1331,1583
34734,1,19,1335,1880
34735,1,19,1341,2939
34736,1,19,1351,2469
34737,1,19,1351,2636
34738,1,19,1352,1919
34739,1,19,1355,1415
34740,1,19,1355,2294
34741,1,19,1355,2440
34742,1,19,1357,1710
34743,1,19,1359,2224
34744,1,19,1366,2180
34745,1,19,1367,1779
34746,1,19,1370,1984
34747,1,19,1370,2952
34748,1,19,1382,2606
34749,1,19,1384,2681
34750,1,19,1397,1968
34751,1,19,1397,2088
34752,1,19,1406,1738
34753,1,19,1415,1557
34754,1,19,1415,2733
34755,1,19,1421,1753
34756,1,19,1428,2995
34757,1,19,1430,1460
34758,1,19,1434,1507
34759,1,19,1443,2346
34760,1,19,1457,2293
34761,1,19,1465,2681
34762,1,19,1470,2914
34763,1,19,1474,2958
34764,1,19,1490,2090
34765,1,19,1501,2563
34766,1,19,1503,2469
34767,1,19,1505,1660
34768,1,19,1508,1827
34769,1,19,1516,2103
34770,1,19,1521,2576
34771,1,19,1527,1600
34772,1,19,1527,2839
34773,1,19,1528,1765
34774,1,19,1532,1604
34775,1,19,1536,1929
34776,1,19,1536,2273
34777,1,19,1550,2892
34778,1,19,1572,2843
34779,1,19,1574,2135
34780,1,19,1575,2531
34781,1,19,1577,1815
34782,1,19,1577,2443
34783,1,19,1578,2003
34784,1,19,1579,2168
34785,1,19,1579,2249
34786,1,19,1581,1890
34787,1,19,1583,2196
34788,1,19,1583,2528
34789,1,19,1587,1901
34790,1,19,1594,2239
34791,1,19,1602,2728
34792,1,19,1613,1673
34793,1,19,1615,2148
34794,1,19,1624,1958
34795,1,19,1625,1887
34796,1,19,1631,1888
34797,1,19,1654,2678
34798,1,19,1658,1963
34799,1,19,1666,2333
34800,1,19,1670,2897
34801,1,19,1672,2317
34802,1,19,1675,2893
34803,1,19,1678,1811
34804,1,19,1679,2170
34805,1,19,1681,1722
34806,1,19,1686,2354
34807,1,19,1692,2147
34808,1,19,1693,2102
34809,1,19,1699,2977
34810,1,19,1701,2408
34811,1,19,1706,2872
34812,1,19,1711,2078
34813,1,19,1717,2741
34814,1,19,1726,2647
34815,1,19,1729,1857
34816,1,19,1742,2151
34817,1,19,1748,2555
34818,1,19,1749,2541
34819,1,19,1752,1830
34820,1,19,1758,2065
34821,1,19,1776,2420
34822,1,19,1781,1887
34823,1,19,1782,2455
34824,1,19,1784,2634
34825,1,19,1790,1996
34826,1,19,1791,2090
34827,1,19,1798,2237
34828,1,19,1802,1846
34829,1,19,1807,2995
34830,1,19,1810,2218
34831,1,19,1812,1975
34832,1,19,1827,2364
34833,1,19,1831,2003
34834,1,19,1833,1907
34835,1,19,1834,2205
34836,1,19,1863,2066
34837,1,19,1868,2333
34838,1,19,1868,2542
34839,1,19,1875,2969
34840,1,19,1876,2376
34841,1,19,1881,2436
34842,1,19,1885,2819
34843,1,19,1892,2013
34844,1,19,1902,2186
34845,1,19,1903,2451
34846,1,19,1917,1991
34847,1,19,1944,2855
34848,1,19,1947,2602
34849,1,19,1948,2063
34850,1,19,1950,2524
34851,1,19,1963,2146
34852,1,19,1963,2583
34853,1,19,1976,2980
34854,1,19,1985,2427
34855,1,19,2023,2661
34856,1,19,2037,2299
34857,1,19,2063,2511
34858,1,19,2083,2310
34859,1,19,2089,2186
34860,1,19,2097,2624
34861,1,19,2108,2410
34862,1,19,2111,2721
34863,1,19,2112,2485
34864,1,19,2125,2377
34865,1,19,2126,2473
34866,1,19,2139,2736
34867,1,19,2155,2440
34868,1,19,2163,2164
34869,1,19,2164,2245
34870,1,19,2171,2262
34871,1,19,2181,2939
34872,1,19,2200,2339
34873,1,19,2211,2544
34874,1,19,2213,2341
34875,1,19,2215,2250
34876,1,19,2229,2598
34877,1,19,2233,2917
34878,1,19,2235,2965
34879,1,19,2237,2250
34880,1,19,2242,2714
34881,1,19,2253,2897
34882,1,19,2256,2834
34883,1,19,2258,2684
34884,1,19,2259,2899
34885,1,19,2260,2420
34886,1,19,2274,2798
34887,1,19,2282,2743
34888,1,19,2302,2439
34889,1,19,2330,2508
34890,1,19,2343,2631
34891,1,19,2351,2377
34892,1,19,2367,2537
34893,1,19,2374,2669
34894,1,19,2396,2485
34895,1,19,2411,2843
34896,1,19,2425,2590
34897,1,19,2427,2591
34898,1,19,2463,2957
34899,1,19,2503,2978
34900,1,19,2507,2705
34901,1,19,2531,2647
34902,1,19,2535,2932
34903,1,19,2566,2874
34904,1,19,2577,2676
34905,1,19,2597,2837
34906,1,19,2614,2866
34907,1,19,2624,2667
34908,1,19,2652,2883
34909,1,19,2672,2798
34910,1,19,2687,2968
34911,1,19,2696,2936
34912,1,19,2714,2941
34913,1,19,2715,2975
34914,1,19,2723,2936
34915,1,19,2726,2738
34916,1,19,2781,2974
34917,1,19,2814,2863
34918,1,19,2817,2944
34919,1,19,2970,2988
34920,1,19,6,923
34921,1,19,7,723
34922,1,19,7,1246
34923,1,19,9,2442
34924,1,19,14,2229
34925,1,19,17,154
34926,1,19,26,2271
34927,1,19,29,883
34928,1,19,29,2857
34929,1,19,31,1934
34930,1,19,34,2241
34931,1,19,34,2865
34932,1,19,37,2599
34933,1,19,37,2873
34934,1,19,38,1953
34935,1,19,41,254
34936,1,19,46,2858
34937,1,19,47,1770
34938,1,19,49,487
34939,1,19,54,71
34940,1,19,54,1518
34941,1,19,57,2578
34942,1,19,58,404
34943,1,19,61,637
34944,1,19,62,173
34945,1,19,62,2308
34946,1,19,63,2019
34947,1,19,67,774
34948,1,19,76,1663
34949,1,19,82,2955
34950,1,19,84,1410
34951,1,19,85,1359
34952,1,19,86,1095
34953,1,19,88,2914
34954,1,19,92,229
34955,1,19,92,2796
34956,1,19,94,2112
34957,1,19,96,2126
34958,1,19,96,2952
34959,1,19,97,2526
34960,1,19,99,1421
34961,1,19,99,2022
34962,1,19,100,2871
34963,1,19,102,488
34964,1,19,104,1388
34965,1,19,105,124
34966,1,19,111,1656
34967,1,19,112,1224
34968,1,19,113,1352
34969,1,19,114,1425
34970,1,19,117,2513
34971,1,19,132,2999
34972,1,19,133,2856
34973,1,19,134,763
34974,1,19,137,2855
34975,1,19,140,382
34976,1,19,143,594
34977,1,19,143,2956
34978,1,19,152,2973
34979,1,19,157,1106
34980,1,19,159,1464
34981,1,19,161,2555
34982,1,19,164,589
34983,1,19,166,690
34984,1,19,170,706
34985,1,19,173,602
34986,1,19,173,1543
34987,1,19,175,1880
34988,1,19,175,2562
34989,1,19,175,2845
34990,1,19,176,2725
34991,1,19,176,2919
34992,1,19,178,568
34993,1,19,178,750
34994,1,19,178,2153
34995,1,19,179,2730
34996,1,19,182,2013
34997,1,19,183,919
34998,1,19,186,1834
34999,1,19,187,2092
35000,1,19,189,2998
35001,1,19,192,2300
35002,1,19,197,2257
35003,1,19,208,2450
35004,1,19,209,279
35005,1,19,212,237
35006,1,19,216,2010
35007,1,19,226,506
35008,1,19,229,493
35009,1,19,232,2606
35010,1,19,233,1837
35011,1,19,238,2015
35012,1,19,239,1320
35013,1,19,241,1806
35014,1,19,241,1969
35015,1,19,243,1425
35016,1,19,244,1964
35017,1,19,246,1892
35018,1,19,248,1820
35019,1,19,248,2502
35020,1,19,249,1081
35021,1,19,249,1761
35022,1,19,252,1094
35023,1,19,258,1968
35024,1,19,259,289
35025,1,19,263,850
35026,1,19,266,384
35027,1,19,266,1174
35028,1,19,271,527
35029,1,19,273,2556
35030,1,19,273,2933
35031,1,19,274,1900
35032,1,19,277,1222
35033,1,19,279,997
35034,1,19,280,295
35035,1,19,291,1153
35036,1,19,295,1605
35037,1,19,295,2026
35038,1,19,301,2083
35039,1,19,311,2176
35040,1,19,311,2374
35041,1,19,317,746
35042,1,19,321,1526
35043,1,19,332,1290
35044,1,19,334,1572
35045,1,19,340,1178
35046,1,19,345,2906
35047,1,19,346,1444
35048,1,19,348,2587
35049,1,19,361,363
35050,1,19,363,2139
35051,1,19,364,1642
35052,1,19,368,883
35053,1,19,371,573
35054,1,19,376,550
35055,1,19,376,1362
35056,1,19,378,626
35057,1,19,381,617
35058,1,19,384,1241
35059,1,19,387,673
35060,1,19,388,1077
35061,1,19,396,681
35062,1,19,397,611
35063,1,19,397,804
35064,1,19,402,1328
35065,1,19,403,2504
35066,1,19,408,1850
35067,1,19,411,2926
35068,1,19,413,2636
35069,1,19,416,2205
35070,1,19,419,1596
35071,1,19,421,1585
35072,1,19,421,1642
35073,1,19,428,1649
35074,1,19,430,790
35075,1,19,434,1837
35076,1,19,435,1637
35077,1,19,441,1818
35078,1,19,447,2064
35079,1,19,448,713
35080,1,19,451,2733
35081,1,19,453,2005
35082,1,19,458,1182
35083,1,19,460,2348
35084,1,19,465,2143
35085,1,19,468,1239
35086,1,19,468,1509
35087,1,19,469,2580
35088,1,19,471,655
35089,1,19,474,2393
35090,1,19,475,2281
35091,1,19,475,2516
35092,1,19,477,1575
35093,1,19,480,841
35094,1,19,491,1047
35095,1,19,492,2479
35096,1,19,494,955
35097,1,19,497,2730
35098,1,19,498,1262
35099,1,19,500,678
35100,1,19,504,1420
35101,1,19,505,632
35102,1,19,511,1839
35103,1,19,512,1627
35104,1,19,513,2578
35105,1,19,521,1728
35106,1,19,523,1196
35107,1,19,527,742
35108,1,19,528,746
35109,1,19,528,935
35110,1,19,532,1176
35111,1,19,536,2897
35112,1,19,537,1334
35113,1,19,538,1242
35114,1,19,538,1248
35115,1,19,539,2245
35116,1,19,544,2934
35117,1,19,552,2904
35118,1,19,553,1683
35119,1,19,553,2227
35120,1,19,557,715
35121,1,19,558,1674
35122,1,19,561,631
35123,1,19,561,700
35124,1,19,561,1733
35125,1,19,571,1645
35126,1,19,574,1690
35127,1,19,575,1061
35128,1,19,575,2351
35129,1,19,576,2930
35130,1,19,579,2336
35131,1,19,580,627
35132,1,19,582,1965
35133,1,19,592,1722
35134,1,19,593,1593
35135,1,19,598,2769
35136,1,19,600,1631
35137,1,19,605,893
35138,1,19,605,1610
35139,1,19,605,1938
35140,1,19,615,934
35141,1,19,623,1654
35142,1,19,628,2169
35143,1,19,639,1418
35144,1,19,639,1467
35145,1,19,643,1837
35146,1,19,644,1430
35147,1,19,649,1470
35148,1,19,655,731
35149,1,19,658,721
35150,1,19,658,2825
35151,1,19,660,2057
35152,1,19,660,2381
35153,1,19,668,2474
35154,1,19,671,1285
35155,1,19,671,1716
35156,1,19,672,2224
35157,1,19,677,2976
35158,1,19,680,2277
35159,1,19,690,1314
35160,1,19,691,809
35161,1,19,698,1213
35162,1,19,700,1359
35163,1,19,707,1785
35164,1,19,709,1961
35165,1,19,710,1597
35166,1,19,712,2765
35167,1,19,712,2869
35168,1,19,714,2686
35169,1,19,715,2420
35170,1,19,716,1020
35171,1,19,718,985
35172,1,19,719,1206
35173,1,19,719,1424
35174,1,19,721,1171
35175,1,19,722,2280
35176,1,19,727,1444
35177,1,19,734,2342
35178,1,19,735,1066
35179,1,19,741,833
35180,1,19,746,1142
35181,1,19,746,2431
35182,1,19,752,2511
35183,1,19,755,2639
35184,1,19,758,2819
35185,1,19,759,2897
35186,1,19,764,862
35187,1,19,765,1302
35188,1,19,767,2438
35189,1,19,768,855
35190,1,19,769,1462
35191,1,19,776,2247
35192,1,19,777,2299
35193,1,19,782,1949
35194,1,19,786,2401
35195,1,19,791,2238
35196,1,19,801,1277
35197,1,19,801,1927
35198,1,19,802,1062
35199,1,19,802,1191
35200,1,19,807,1322
35201,1,19,808,1900
35202,1,19,813,1522
35203,1,19,818,1289
35204,1,19,818,2203
35205,1,19,824,877
35206,1,19,830,2273
35207,1,19,832,2854
35208,1,19,834,2092
35209,1,19,842,1456
35210,1,19,842,2142
35211,1,19,843,1856
35212,1,19,848,1935
35213,1,19,849,951
35214,1,19,850,874
35215,1,19,851,1131
35216,1,19,851,2670
35217,1,19,852,2519
35218,1,19,853,2365
35219,1,19,854,1820
35220,1,19,862,1012
35221,1,19,868,2932
35222,1,19,872,1446
35223,1,19,874,1231
35224,1,19,877,1256
35225,1,19,880,2508
35226,1,19,884,2935
35227,1,19,897,2103
35228,1,19,898,1448
35229,1,19,900,2510
35230,1,19,901,2880
35231,1,19,902,2373
35232,1,19,903,2524
35233,1,19,919,1361
35234,1,19,923,1457
35235,1,19,924,1407
35236,1,19,924,2175
35237,1,19,925,2744
35238,1,19,928,1746
35239,1,19,931,2389
35240,1,19,935,1607
35241,1,19,937,1924
35242,1,19,941,1475
35243,1,19,943,1680
35244,1,19,948,2161
35245,1,19,952,1613
35246,1,19,962,1774
35247,1,19,962,2290
35248,1,19,963,1889
35249,1,19,966,2997
35250,1,19,978,2378
35251,1,19,983,2937
35252,1,19,985,1591
35253,1,19,985,2599
35254,1,19,986,1224
35255,1,19,997,2173
35256,1,19,1000,2714
35257,1,19,1009,1143
35258,1,19,1009,2686
35259,1,19,1012,1865
35260,1,19,1015,1531
35261,1,19,1017,2674
35262,1,19,1019,1073
35263,1,19,1026,2863
35264,1,19,1030,1505
35265,1,19,1031,2209
35266,1,19,1032,2790
35267,1,19,1036,2078
35268,1,19,1037,1314
35269,1,19,1043,1182
35270,1,19,1044,1926
35271,1,19,1045,1991
35272,1,19,1048,2022
35273,1,19,1052,2259
35274,1,19,1053,1463
35275,1,19,1058,1315
35276,1,19,1066,2032
35277,1,19,1075,2370
35278,1,19,1081,1997
35279,1,19,1082,1145
35280,1,19,1082,2242
35281,1,19,1088,1988
35282,1,19,1094,2048
35283,1,19,1098,2374
35284,1,19,1099,2427
35285,1,19,1102,1208
35286,1,19,1103,2766
35287,1,19,1104,2342
35288,1,19,1106,2590
35289,1,19,1107,2134
35290,1,19,1107,2293
35291,1,19,1108,1306
35292,1,19,1118,1425
35293,1,19,1121,2176
35294,1,19,1127,1180
35295,1,19,1131,1194
35296,1,19,1134,2877
35297,1,19,1135,2891
35298,1,19,1137,2072
35299,1,19,1138,2953
35300,1,19,1141,2157
35301,1,19,1142,2019
35302,1,19,1143,1865
35303,1,19,1144,1918
35304,1,19,1146,1541
35305,1,19,1159,2905
35306,1,19,1160,1756
35307,1,19,1160,2143
35308,1,19,1162,1190
35309,1,19,1166,1637
35310,1,19,1168,2226
35311,1,19,1172,1610
35312,1,19,1178,1769
35313,1,19,1179,1643
35314,1,19,1182,1607
35315,1,19,1183,1816
35316,1,19,1184,1880
35317,1,19,1184,2800
35318,1,19,1188,2668
35319,1,19,1189,1292
35320,1,19,1190,2217
35321,1,19,1191,2764
35322,1,19,1195,1300
35323,1,19,1201,2167
35324,1,19,1202,2591
35325,1,19,1212,1445
35326,1,19,1214,2031
35327,1,19,1215,2361
35328,1,19,1220,1767
35329,1,19,1223,2327
35330,1,19,1235,2224
35331,1,19,1241,1984
35332,1,19,1257,2125
35333,1,19,1262,1898
35334,1,19,1268,2170
35335,1,19,1272,2601
35336,1,19,1276,2833
35337,1,19,1277,2782
35338,1,19,1281,1808
35339,1,19,1286,2783
35340,1,19,1295,2113
35341,1,19,1306,2254
35342,1,19,1306,2849
35343,1,19,1311,1401
35344,1,19,1318,1667
35345,1,19,1319,2116
35346,1,19,1321,1324
35347,1,19,1321,2271
35348,1,19,1322,1391
35349,1,19,1325,2441
35350,1,19,1328,2838
35351,1,19,1329,2515
35352,1,19,1343,2129
35353,1,19,1351,2540
35354,1,19,1352,2902
35355,1,19,1364,2809
35356,1,19,1375,1725
35357,1,19,1405,1808
35358,1,19,1408,2804
35359,1,19,1411,2904
35360,1,19,1414,2368
35361,1,19,1417,1436
35362,1,19,1419,2626
35363,1,19,1420,2934
35364,1,19,1422,1890
35365,1,19,1423,2005
35366,1,19,1424,2951
35367,1,19,1424,2952
35368,1,19,1425,2509
35369,1,19,1426,2172
35370,1,19,1434,1457
35371,1,19,1452,2907
35372,1,19,1458,1752
35373,1,19,1458,2227
35374,1,19,1466,1942
35375,1,19,1467,1714
35376,1,19,1468,1475
35377,1,19,1471,1730
35378,1,19,1478,2351
35379,1,19,1478,2793
35380,1,19,1483,1560
35381,1,19,1490,2256
35382,1,19,1496,1879
35383,1,19,1502,2320
35384,1,19,1504,2023
35385,1,19,1504,2973
35386,1,19,1512,1826
35387,1,19,1527,2116
35388,1,19,1527,2981
35389,1,19,1535,1567
35390,1,19,1540,2552
35391,1,19,1562,2239
35392,1,19,1564,1936
35393,1,19,1569,2525
35394,1,19,1588,2660
35395,1,19,1592,2015
35396,1,19,1593,1784
35397,1,19,1593,2198
35398,1,19,1617,1843
35399,1,19,1624,2400
35400,1,19,1625,1731
35401,1,19,1627,1660
35402,1,19,1627,2829
35403,1,19,1635,2167
35404,1,19,1637,1643
35405,1,19,1638,2681
35406,1,19,1639,2408
35407,1,19,1642,1761
35408,1,19,1648,2427
35409,1,19,1651,1779
35410,1,19,1651,2087
35411,1,19,1660,2422
35412,1,19,1668,2009
35413,1,19,1669,2611
35414,1,19,1669,2690
35415,1,19,1674,2358
35416,1,19,1682,2310
35417,1,19,1684,2659
35418,1,19,1686,2220
35419,1,19,1696,2118
35420,1,19,1702,2885
35421,1,19,1703,2937
35422,1,19,1704,2233
35423,1,19,1714,2988
35424,1,19,1720,1923
35425,1,19,1723,2234
35426,1,19,1732,2099
35427,1,19,1736,2262
35428,1,19,1738,2158
35429,1,19,1740,1874
35430,1,19,1746,2537
35431,1,19,1752,2033
35432,1,19,1769,2025
35433,1,19,1770,2019
35434,1,19,1780,2216
35435,1,19,1786,2119
35436,1,19,1795,2172
35437,1,19,1803,2229
35438,1,19,1814,2225
35439,1,19,1827,2544
35440,1,19,1835,2562
35441,1,19,1835,2616
35442,1,19,1838,2795
35443,1,19,1842,2589
35444,1,19,1861,2136
35445,1,19,1865,2335
35446,1,19,1866,2566
35447,1,19,1871,2503
35448,1,19,1874,1929
35449,1,19,1876,2076
35450,1,19,1881,2947
35451,1,19,1883,2876
35452,1,19,1886,2810
35453,1,19,1889,2667
35454,1,19,1892,2401
35455,1,19,1899,2573
35456,1,19,1901,2631
35457,1,19,1902,2534
35458,1,19,1926,2509
35459,1,19,1926,2511
35460,1,19,1928,2712
35461,1,19,1936,2917
35462,1,19,1949,2538
35463,1,19,1957,2605
35464,1,19,1971,2363
35465,1,19,1973,2641
35466,1,19,2015,2542
35467,1,19,2017,2783
35468,1,19,2028,2851
35469,1,19,2035,2739
35470,1,19,2036,2103
35471,1,19,2039,2594
35472,1,19,2040,2717
35473,1,19,2042,2807
35474,1,19,2047,2917
35475,1,19,2052,2993
35476,1,19,2060,2655
35477,1,19,2061,2902
35478,1,19,2077,2998
35479,1,19,2089,2680
35480,1,19,2090,2389
35481,1,19,2090,2571
35482,1,19,2092,2838
35483,1,19,2097,2199
35484,1,19,2104,2290
35485,1,19,2106,2688
35486,1,19,2108,2269
35487,1,19,2112,2773
35488,1,19,2115,2317
35489,1,19,2124,2983
35490,1,19,2126,2303
35491,1,19,2141,2385
35492,1,19,2152,2473
35493,1,19,2164,2632
35494,1,19,2168,2965
35495,1,19,2204,2389
35496,1,19,2216,2737
35497,1,19,2227,2435
35498,1,19,2235,2698
35499,1,19,2241,2331
35500,1,19,2246,2249
35501,1,19,2256,2802
35502,1,19,2262,2981
35503,1,19,2278,2580
35504,1,19,2282,2328
35505,1,19,2332,2700
35506,1,19,2335,2399
35507,1,19,2335,2583
35508,1,19,2339,2554
35509,1,19,2358,2588
35510,1,19,2377,2644
35511,1,19,2385,2850
35512,1,19,2390,2900
35513,1,19,2401,2917
35514,1,19,2414,2551
35515,1,19,2417,2801
35516,1,19,2423,2726
35517,1,19,2440,2459
35518,1,19,2448,2829
35519,1,19,2453,2973
35520,1,19,2457,2820
35521,1,19,2459,2956
35522,1,19,2465,2830
35523,1,19,2482,2704
35524,1,19,2506,2709
35525,1,19,2512,2660
35526,1,19,2517,2957
35527,1,19,2588,2866
35528,1,19,2640,2706
35529,1,19,2644,2811
35530,1,19,2708,2990
35531,1,19,2710,2866
35532,1,19,2788,2908
35533,1,19,2827,2956
35534,1,19,2922,2938
35535,1,19,3,2933
35536,1,19,5,370
35537,1,19,6,1111
35538,1,19,8,2859
35539,1,19,10,1442
35540,1,19,11,2158
35541,1,19,13,2594
35542,1,19,15,715
35543,1,19,15,906
35544,1,19,20,1165
35545,1,19,21,2125
35546,1,19,22,314
35547,1,19,23,172
35548,1,19,25,1653
35549,1,19,32,989
35550,1,19,39,326
35551,1,19,39,2792
35552,1,19,41,2935
35553,1,19,44,1660
35554,1,19,45,1462
35555,1,19,52,1967
35556,1,19,57,1606
35557,1,19,57,2392
35558,1,19,60,750
35559,1,19,61,1143
35560,1,19,61,2030
35561,1,19,62,2033
35562,1,19,64,182
35563,1,19,64,2253
35564,1,19,64,2471
35565,1,19,71,2916
35566,1,19,74,124
35567,1,19,76,598
35568,1,19,83,705
35569,1,19,85,2870
35570,1,19,86,1086
35571,1,19,88,92
35572,1,19,88,1754
35573,1,19,90,2696
35574,1,19,91,1726
35575,1,19,93,2071
35576,1,19,95,376
35577,1,19,96,1723
35578,1,19,106,463
35579,1,19,111,2529
35580,1,19,114,353
35581,1,19,116,2163
35582,1,19,118,832
35583,1,19,121,2867
35584,1,19,122,176
35585,1,19,125,1291
35586,1,19,125,2774
35587,1,19,126,1015
35588,1,19,126,1118
35589,1,19,126,2934
35590,1,19,128,1811
35591,1,19,130,1474
35592,1,19,133,2391
35593,1,19,134,1841
35594,1,19,136,200
35595,1,19,136,2169
35596,1,19,136,2294
35597,1,19,137,1034
35598,1,19,139,999
35599,1,19,142,1858
35600,1,19,146,776
35601,1,19,152,1208
35602,1,19,152,1997
35603,1,19,153,1235
35604,1,19,154,1162
35605,1,19,155,2056
35606,1,19,160,1911
35607,1,19,163,416
35608,1,19,164,716
35609,1,19,167,1744
35610,1,19,168,2442
35611,1,19,170,2462
35612,1,19,172,373
35613,1,19,172,1152
35614,1,19,173,2020
35615,1,19,173,2312
35616,1,19,183,1954
35617,1,19,186,1523
35618,1,19,186,1684
35619,1,19,190,1235
35620,1,19,192,1553
35621,1,19,194,2793
35622,1,19,195,349
35623,1,19,195,2236
35624,1,19,199,1148
35625,1,19,199,2569
35626,1,19,203,603
35627,1,19,203,977
35628,1,19,203,1138
35629,1,19,206,361
35630,1,19,207,1731
35631,1,19,207,2651
35632,1,19,214,609
35633,1,19,215,1291
35634,1,19,215,1999
35635,1,19,215,2134
35636,1,19,215,2845
35637,1,19,215,2936
35638,1,19,217,2858
35639,1,19,218,2057
35640,1,19,226,232
35641,1,19,229,2585
35642,1,19,230,1664
35643,1,19,230,2198
35644,1,19,234,1923
35645,1,19,235,2141
35646,1,19,238,961
35647,1,19,242,1157
35648,1,19,245,285
35649,1,19,245,1926
35650,1,19,247,2279
35651,1,19,250,2894
35652,1,19,254,1520
35653,1,19,254,1594
35654,1,19,257,1169
35655,1,19,260,968
35656,1,19,260,2480
35657,1,19,261,675
35658,1,19,262,2438
35659,1,19,264,661
35660,1,19,273,1168
35661,1,19,275,2737
35662,1,19,277,2610
35663,1,19,280,2118
35664,1,19,281,1125
35665,1,19,282,1931
35666,1,19,288,2143
35667,1,19,290,510
35668,1,19,290,842
35669,1,19,290,2915
35670,1,19,295,1659
35671,1,19,297,2054
35672,1,19,303,1317
35673,1,19,303,1585
35674,1,19,304,700
35675,1,19,304,2618
35676,1,19,304,2728
35677,1,19,307,1552
35678,1,19,308,1648
35679,1,19,310,715
35680,1,19,310,1063
35681,1,19,310,2240
35682,1,19,312,543
35683,1,19,317,1146
35684,1,19,318,1853
35685,1,19,319,1844
35686,1,19,320,1408
35687,1,19,323,361
35688,1,19,323,1854
35689,1,19,325,962
35690,1,19,327,656
35691,1,19,328,1393
35692,1,19,330,545
35693,1,19,331,2036
35694,1,19,332,2310
35695,1,19,333,2546
35696,1,19,338,2106
35697,1,19,338,2308
35698,1,19,339,2821
35699,1,19,340,893
35700,1,19,343,1341
35701,1,19,346,841
35702,1,19,348,803
35703,1,19,348,2976
35704,1,19,353,1591
35705,1,19,354,2059
35706,1,19,359,1419
35707,1,19,365,1282
35708,1,19,366,1561
35709,1,19,368,735
35710,1,19,368,737
35711,1,19,368,2148
35712,1,19,369,1555
35713,1,19,372,1568
35714,1,19,376,2482
35715,1,19,379,1666
35716,1,19,380,2354
35717,1,19,380,2679
35718,1,19,385,1168
35719,1,19,391,581
35720,1,19,391,2473
35721,1,19,393,1655
35722,1,19,400,1201
35723,1,19,401,2165
35724,1,19,402,674
35725,1,19,402,2412
35726,1,19,402,2800
35727,1,19,405,1204
35728,1,19,406,1847
35729,1,19,410,825
35730,1,19,410,2028
35731,1,19,412,2258
35732,1,19,415,2824
35733,1,19,417,2341
35734,1,19,421,555
35735,1,19,421,986
35736,1,19,422,558
35737,1,19,422,2974
35738,1,19,425,1302
35739,1,19,426,2935
35740,1,19,432,2423
35741,1,19,437,2524
35742,1,19,443,1261
35743,1,19,446,936
35744,1,19,446,2180
35745,1,19,447,1616
35746,1,19,448,524
35747,1,19,449,1219
35748,1,19,450,2591
35749,1,19,451,1353
35750,1,19,453,2625
35751,1,19,453,2804
35752,1,19,459,1494
35753,1,19,459,2961
35754,1,19,461,1148
35755,1,19,463,1399
35756,1,19,466,2517
35757,1,19,468,519
35758,1,19,471,2274
35759,1,19,471,2560
35760,1,19,474,643
35761,1,19,481,1658
35762,1,19,481,2548
35763,1,19,482,1605
35764,1,19,485,989
35765,1,19,489,2822
35766,1,19,490,1058
35767,1,19,493,643
35768,1,19,509,1617
35769,1,19,509,1894
35770,1,19,511,2048
35771,1,19,517,1858
35772,1,19,518,948
35773,1,19,525,2461
35774,1,19,527,1471
35775,1,19,532,2466
35776,1,19,532,2483
35777,1,19,533,2377
35778,1,19,536,2237
35779,1,19,536,2496
35780,1,19,537,1408
35781,1,19,544,1752
35782,1,19,545,1305
35783,1,19,551,1168
35784,1,19,551,2673
35785,1,19,552,1033
35786,1,19,553,2371
35787,1,19,561,593
35788,1,19,562,699
35789,1,19,564,621
35790,1,19,564,651
35791,1,19,565,1619
35792,1,19,565,2397
35793,1,19,569,616
35794,1,19,569,650
35795,1,19,579,2177
35796,1,19,582,2910
35797,1,19,583,791
35798,1,19,587,2211
35799,1,19,588,1945
35800,1,19,590,2840
35801,1,19,591,1886
35802,1,19,592,1639
35803,1,19,596,2142
35804,1,19,599,1949
35805,1,19,600,2847
35806,1,19,604,1021
35807,1,19,606,1935
35808,1,19,608,724
35809,1,19,620,1011
35810,1,19,630,2741
35811,1,19,631,2544
35812,1,19,633,2643
35813,1,19,635,2922
35814,1,19,636,2401
35815,1,19,646,2150
35816,1,19,649,995
35817,1,19,649,2065
35818,1,19,651,806
35819,1,19,651,1628
35820,1,19,653,1091
35821,1,19,653,2943
35822,1,19,664,2893
35823,1,19,669,1214
35824,1,19,670,990
35825,1,19,670,1280
35826,1,19,670,2214
35827,1,19,678,1304
35828,1,19,686,2225
35829,1,19,686,2992
